Product_ID,Brand,Price,Quantity (L),Consume_Region,Packaging_Type,Water_Type,pH_Level,TDS (ppm),Source,Retailer_Type,Sales_Channel,Temperature_Storage (°C),Consumer_Age_Group,Annual_Sales
PW1879,Perrier,0.95,1.49,Africa,Pouch,Sparkling,8.84,445,Rainwater,Online,Online,10.7,Elderly,46306
PW1880,Dasani,3.33,1.56,Europe,Can,Sparkling,6.43,309,Rainwater,Wholesale,Offline,10.9,Adults,24589
PW1881,Nestle Pure Life,4.64,0.43,North America,Pouch,Purified,6.3,267,Rainwater,Wholesale,Online,24.8,Elderly,46161
PW1882,Nestle Pure Life,4.65,1.9,Europe,Pouch,Spring,6.53,451,Rainwater,Convenience Store,Offline,14.4,Elderly,43524
PW1883,Voss,4.83,1.5,North America,Pouch,Sparkling,8.33,467,Natural Spring,Wholesale,Online,24.8,Children,11184
PW1884,Fiji,4.5,0.44,North America,Can,Sparkling,6,96,Municipal,Online,Offline,23.6,Elderly,4167
PW1885,Fiji,1.09,1.81,Africa,Box,Purified,8.69,393,Well,Supermarket,Online,7.8,Children,18664
PW1886,Fiji,4.77,1.72,Europe,Can,Alkaline,7.05,344,Rainwater,Online,Online,14.8,Children,42096
PW1887,Aquafina,3.69,0.83,Australia,Box,Sparkling,6.09,300,Filtered,Wholesale,Offline,21.8,Children,46378
PW1888,Dasani,1.82,1.19,Asia,Pouch,Alkaline,6.82,380,Municipal,Pharmacy,Online,10,Adults,21372
PW1889,Voss,2.91,1.07,North America,Pouch,Spring,6.73,492,Filtered,Convenience Store,Offline,10.2,Teenagers,16090
PW1890,Evian,0.66,0.6,Asia,Pouch,Mineral,8.05,273,Well,Convenience Store,Offline,8.3,Elderly,28378
PW1891,Voss,3.44,0.88,Asia,Can,Alkaline,7.2,211,Natural Spring,Wholesale,Online,15,Children,800
PW1892,Smartwater,4.7,0.97,Australia,Box,Sparkling,8.05,103,Filtered,Pharmacy,Online,8.9,Children,42431
PW1893,Perrier,4.29,1.72,Europe,Bottle,Sparkling,6.93,391,Well,Wholesale,Offline,22.8,Teenagers,48720
PW1894,Voss,2.38,1.58,North America,Box,Distilled,7.18,395,Well,Convenience Store,Online,17.1,Adults,37080
PW1895,Dasani,1.03,1.52,Australia,Box,Alkaline,8.09,133,Well,Wholesale,Online,22.7,Teenagers,14471
PW1896,Evian,1.98,0.9,South America,Can,Alkaline,6.61,379,Well,Supermarket,Online,19.2,Children,6648
PW1897,Aquafina,4.38,0.76,South America,Can,Spring,6.26,174,Natural Spring,Pharmacy,Offline,6,Elderly,1244
PW1898,Aquafina,4.03,1.86,South America,Box,Distilled,7.03,245,Filtered,Online,Offline,5.7,Adults,14761
PW1899,Fiji,4.17,1.84,South America,Box,Alkaline,6.22,139,Natural Spring,Pharmacy,Offline,19.4,Teenagers,2536
PW1900,Aquafina,4.69,1.01,Australia,Can,Alkaline,8.08,415,Well,Wholesale,Offline,4.4,Teenagers,23861
PW1901,Perrier,1.59,1.95,Europe,Pouch,Sparkling,7.99,228,Natural Spring,Convenience Store,Online,16.4,Children,28034
PW1902,Voss,0.78,1.08,Asia,Can,Spring,8.02,72,Municipal,Online,Online,23,Adults,30103
PW1903,San Pellegrino,2.07,0.46,Europe,Box,Mineral,7.4,255,Rainwater,Pharmacy,Online,6.6,Elderly,21285
PW1904,San Pellegrino,1.9,0.84,Europe,Can,Alkaline,6.46,198,Filtered,Supermarket,Offline,15.9,Teenagers,22748
PW1905,San Pellegrino,4.86,0.21,Europe,Bottle,Sparkling,6.11,173,Well,Supermarket,Offline,16.6,Adults,24159
PW1906,Smartwater,2.74,0.64,Africa,Can,Spring,8.88,130,Well,Supermarket,Online,8.1,Elderly,19402
PW1907,Aquafina,2.78,0.27,Africa,Can,Distilled,6.5,166,Filtered,Supermarket,Offline,7,Elderly,3368
PW1908,San Pellegrino,1.87,0.57,North America,Bottle,Mineral,6.67,221,Natural Spring,Wholesale,Online,17.5,Children,4859
PW1909,San Pellegrino,1.68,1.37,Australia,Bottle,Sparkling,7.68,337,Rainwater,Pharmacy,Offline,19.9,Children,31942
PW1910,Voss,2.28,1.93,South America,Box,Alkaline,8.44,154,Municipal,Wholesale,Offline,21.7,Elderly,21639
PW1911,San Pellegrino,3,0.3,Europe,Bottle,Sparkling,7.47,328,Filtered,Convenience Store,Online,13.2,Adults,41546
PW1912,Nestle Pure Life,2.61,0.89,Europe,Pouch,Sparkling,7.53,219,Well,Wholesale,Online,14.5,Children,36141
PW1913,Nestle Pure Life,2.59,0.73,Australia,Pouch,Purified,6.53,452,Filtered,Pharmacy,Online,9.5,Children,1218
PW1914,Evian,3.96,1.52,Europe,Pouch,Distilled,7.31,335,Filtered,Convenience Store,Online,15.1,Elderly,43862
PW1915,San Pellegrino,1.19,0.31,Africa,Box,Purified,6.92,156,Municipal,Pharmacy,Offline,21.5,Elderly,1618
PW1916,Smartwater,0.59,1.91,Europe,Pouch,Alkaline,8.95,326,Well,Convenience Store,Online,10.4,Elderly,13560
PW1917,Dasani,4.24,0.24,Asia,Box,Purified,6.03,300,Rainwater,Convenience Store,Offline,19.4,Adults,24917
PW1918,Smartwater,2.01,1.59,Africa,Box,Mineral,6.22,254,Natural Spring,Online,Offline,4.9,Elderly,7356
PW1919,Smartwater,0.81,0.62,Australia,Bottle,Purified,7.28,347,Municipal,Online,Online,4.3,Teenagers,6811
PW1920,Perrier,4.77,1.3,Africa,Can,Sparkling,7.47,120,Rainwater,Online,Offline,15.1,Teenagers,34458
PW1921,Evian,4.78,0.4,Asia,Bottle,Purified,6.58,307,Well,Pharmacy,Online,12.1,Adults,35393
PW1922,San Pellegrino,1.28,0.74,North America,Box,Sparkling,7.77,381,Filtered,Pharmacy,Online,24.1,Elderly,48650
PW1923,Dasani,1.91,1.06,Australia,Bottle,Mineral,7.22,277,Municipal,Wholesale,Offline,6.3,Teenagers,33361
PW1924,Perrier,3.82,0.54,Asia,Pouch,Sparkling,6.73,396,Filtered,Convenience Store,Online,15.6,Teenagers,14286
PW1925,Smartwater,3.7,0.44,South America,Pouch,Purified,8.56,324,Filtered,Wholesale,Online,16,Elderly,32279
PW1926,San Pellegrino,2.4,1.49,Australia,Pouch,Sparkling,8.5,52,Municipal,Pharmacy,Offline,12.8,Adults,21188
PW1927,Dasani,4.4,1.58,Africa,Pouch,Alkaline,7.35,363,Well,Convenience Store,Offline,24,Teenagers,10842
PW1928,Dasani,4.54,1.57,Europe,Bottle,Purified,7.13,281,Municipal,Pharmacy,Offline,18.9,Teenagers,33143
PW1929,Dasani,4.76,1.73,Asia,Box,Sparkling,6.12,226,Municipal,Pharmacy,Online,8.6,Elderly,4617
PW1930,San Pellegrino,2.57,0.84,South America,Box,Sparkling,7.46,325,Well,Online,Offline,18.2,Adults,16694
PW1931,Perrier,4.44,0.28,South America,Pouch,Purified,6.31,380,Natural Spring,Online,Online,20.1,Adults,33346
PW1932,Aquafina,1.39,1.76,Asia,Box,Sparkling,7.79,369,Filtered,Wholesale,Online,7.3,Teenagers,36732
PW1933,Fiji,3.09,0.94,South America,Bottle,Alkaline,8.53,326,Municipal,Wholesale,Online,6.4,Teenagers,43331
PW1934,Voss,2.78,0.45,Asia,Pouch,Mineral,7.15,67,Well,Supermarket,Offline,18.3,Teenagers,3799
PW1935,Perrier,2.53,0.49,Africa,Bottle,Sparkling,7.01,60,Filtered,Pharmacy,Offline,24.9,Elderly,39736
PW1936,Smartwater,2.48,0.52,South America,Box,Purified,8.8,217,Municipal,Pharmacy,Online,7.1,Children,35034
PW1937,Fiji,4.95,0.95,Asia,Bottle,Mineral,7.95,294,Well,Online,Offline,7.4,Adults,8983
PW1938,Evian,3.01,1.57,North America,Box,Distilled,7.15,437,Filtered,Supermarket,Offline,21.9,Teenagers,13186
PW1939,Nestle Pure Life,2.42,1.22,Australia,Can,Purified,6.73,190,Rainwater,Online,Offline,11.3,Children,11932
PW1940,Perrier,2.59,0.8,Australia,Can,Mineral,7.32,366,Filtered,Online,Online,15.5,Teenagers,49122
PW1941,Dasani,3.23,0.22,Asia,Bottle,Mineral,8.53,127,Municipal,Supermarket,Offline,6,Teenagers,10009
PW1942,Dasani,2.4,1.7,Africa,Pouch,Spring,8.82,148,Municipal,Convenience Store,Online,19.3,Children,10687
PW1943,Dasani,0.97,0.54,North America,Pouch,Distilled,8.3,494,Natural Spring,Wholesale,Offline,12.3,Elderly,41066
PW1944,Aquafina,2.12,1.2,South America,Can,Mineral,7.16,104,Well,Convenience Store,Offline,16.1,Children,7593
PW1945,San Pellegrino,3.75,1.29,North America,Box,Mineral,6.65,418,Rainwater,Online,Offline,4.4,Adults,16384
PW1946,San Pellegrino,3.88,0.39,Australia,Pouch,Distilled,6.68,284,Rainwater,Convenience Store,Offline,5.8,Adults,14424
PW1947,Perrier,4.7,0.4,North America,Pouch,Distilled,8.4,224,Natural Spring,Supermarket,Online,6.8,Children,45515
PW1948,Aquafina,4.73,0.68,Europe,Can,Purified,8.11,134,Natural Spring,Online,Online,21.6,Elderly,48110
PW1949,Aquafina,2.4,1.42,Africa,Can,Sparkling,8.77,328,Well,Wholesale,Online,8.4,Teenagers,21587
PW1950,Aquafina,2.86,1.53,Europe,Pouch,Alkaline,8.56,388,Rainwater,Online,Offline,24.4,Adults,31164
PW1951,Aquafina,2.93,1.7,Europe,Bottle,Alkaline,7.15,291,Natural Spring,Pharmacy,Offline,5.8,Adults,26623
PW1952,Nestle Pure Life,4.45,1.72,North America,Bottle,Alkaline,8.35,194,Municipal,Wholesale,Offline,5.8,Adults,7050
PW1953,Voss,3.57,1.15,North America,Pouch,Purified,7.1,356,Filtered,Convenience Store,Offline,9.6,Teenagers,49797
PW1954,Fiji,2.7,1.17,Australia,Box,Distilled,8.49,387,Well,Wholesale,Offline,12.8,Children,2473
PW1955,San Pellegrino,4.51,0.38,Australia,Can,Sparkling,6.74,148,Natural Spring,Pharmacy,Offline,12.3,Children,3495
PW1956,Nestle Pure Life,1.48,0.43,Asia,Bottle,Purified,6.83,466,Rainwater,Online,Online,13.4,Children,29024
PW1957,Evian,1.42,0.63,South America,Box,Alkaline,6.45,167,Filtered,Convenience Store,Online,7,Adults,18573
PW1958,Voss,4.85,0.48,South America,Can,Sparkling,7.59,261,Natural Spring,Supermarket,Online,23.5,Children,8581
PW1959,Dasani,2.26,1.8,Africa,Bottle,Alkaline,7.05,116,Filtered,Wholesale,Offline,6.1,Adults,44203
PW1960,Nestle Pure Life,4.46,0.59,Europe,Pouch,Distilled,6.47,280,Well,Pharmacy,Online,18.4,Elderly,3073
PW1961,Aquafina,0.98,1.56,South America,Box,Mineral,8.74,273,Filtered,Wholesale,Offline,22.1,Elderly,34491
PW1962,Nestle Pure Life,1.82,0.81,Australia,Pouch,Mineral,6.93,164,Rainwater,Wholesale,Online,22.8,Teenagers,48473
PW1963,Perrier,2.59,1.5,Australia,Box,Purified,8.79,158,Filtered,Wholesale,Offline,7.1,Children,40788
PW1964,Dasani,3.78,0.32,South America,Can,Distilled,7.49,284,Municipal,Online,Offline,11.5,Teenagers,42306
PW1965,Smartwater,2.48,1.79,South America,Can,Sparkling,8.45,247,Rainwater,Convenience Store,Offline,7.5,Children,20063
PW1966,Perrier,2.17,0.7,Australia,Box,Mineral,6.4,427,Rainwater,Online,Offline,13.1,Teenagers,16782
PW1967,Perrier,3.5,0.76,South America,Box,Purified,6.44,374,Rainwater,Convenience Store,Online,10.6,Children,1819
PW1968,Smartwater,4.85,1.91,South America,Box,Distilled,8.2,450,Natural Spring,Online,Offline,7.7,Adults,27743
PW1969,San Pellegrino,0.71,1.93,Africa,Bottle,Spring,6.07,474,Natural Spring,Pharmacy,Online,12.7,Children,7261
PW1970,Perrier,1.02,0.46,Africa,Bottle,Distilled,7.43,310,Municipal,Supermarket,Offline,23.3,Adults,43748
PW1971,Voss,3.2,1.96,Australia,Box,Sparkling,8.2,365,Well,Supermarket,Offline,20.1,Teenagers,48547
PW1972,Perrier,4.93,0.87,Australia,Box,Spring,8.83,344,Rainwater,Supermarket,Online,21.5,Teenagers,42252
PW1973,Fiji,0.8,1.27,Africa,Pouch,Sparkling,6.96,415,Natural Spring,Wholesale,Offline,15.4,Adults,38661
PW1974,Dasani,4.5,0.21,Asia,Can,Purified,6.58,165,Well,Pharmacy,Offline,18.8,Teenagers,33414
PW1975,Smartwater,1.6,1.84,Asia,Box,Sparkling,6.03,282,Well,Supermarket,Online,22.8,Adults,42852
PW1976,Aquafina,4.8,1.68,Asia,Box,Alkaline,7.86,318,Municipal,Online,Offline,15.3,Teenagers,11767
PW1977,Smartwater,3.04,1.73,Asia,Can,Sparkling,7.62,389,Rainwater,Pharmacy,Offline,13.7,Elderly,19135
PW1978,Aquafina,2.08,1.86,Asia,Bottle,Distilled,6.38,71,Filtered,Supermarket,Online,23.3,Children,45727
PW1979,Evian,3.62,0.87,Africa,Pouch,Spring,6.3,225,Well,Pharmacy,Online,4.3,Teenagers,39035
PW1980,Perrier,0.74,0.94,Europe,Box,Mineral,6.74,79,Municipal,Wholesale,Online,23.1,Teenagers,38089
PW1981,San Pellegrino,0.89,0.83,Asia,Can,Mineral,8.46,390,Filtered,Supermarket,Online,16.1,Elderly,18314
PW1982,Aquafina,2.83,0.98,Europe,Bottle,Alkaline,8.46,383,Filtered,Supermarket,Online,23.8,Adults,46494
PW1983,San Pellegrino,1.95,1.48,Africa,Can,Mineral,6.94,154,Municipal,Convenience Store,Offline,11.5,Elderly,20399
PW1984,Nestle Pure Life,4.75,0.34,North America,Pouch,Distilled,8.19,243,Well,Convenience Store,Online,15.8,Adults,11179
PW1985,Aquafina,3.09,1.27,Australia,Pouch,Alkaline,8.55,219,Well,Pharmacy,Online,23.8,Elderly,25464
PW1986,Voss,2.94,0.46,Australia,Box,Sparkling,8.52,93,Well,Pharmacy,Online,21.7,Adults,29375
PW1987,Perrier,1.99,1.53,Africa,Box,Spring,8.36,200,Rainwater,Wholesale,Offline,14.5,Elderly,36433
PW1988,Aquafina,2.4,1.06,Europe,Pouch,Alkaline,8.28,461,Natural Spring,Pharmacy,Offline,4.8,Children,3577
PW1989,Dasani,1.64,1.05,Asia,Box,Alkaline,8.57,462,Well,Online,Offline,20.3,Teenagers,36698
PW1990,Aquafina,4.83,0.43,Australia,Box,Purified,7.81,76,Municipal,Supermarket,Online,4.5,Adults,45893
PW1991,Smartwater,0.55,1.38,Africa,Bottle,Purified,7.68,285,Natural Spring,Pharmacy,Online,5.9,Teenagers,15289
PW1992,Evian,3.9,0.42,Australia,Pouch,Mineral,8.57,399,Rainwater,Supermarket,Offline,7.4,Children,45801
PW1993,Aquafina,0.85,1.08,Asia,Pouch,Spring,7.02,313,Well,Pharmacy,Offline,19.9,Teenagers,8403
PW1994,Aquafina,0.54,1.2,Australia,Bottle,Mineral,8.42,100,Municipal,Online,Online,15.1,Teenagers,8408
PW1995,Nestle Pure Life,1.35,1.22,Australia,Pouch,Sparkling,6.55,456,Well,Online,Offline,6.3,Adults,41296
PW1996,Evian,4.95,1.41,South America,Box,Spring,6.25,118,Natural Spring,Wholesale,Online,10.6,Elderly,25550
PW1997,Aquafina,3.16,0.9,Europe,Box,Spring,7.73,443,Rainwater,Convenience Store,Online,23.5,Children,44687
PW1998,Nestle Pure Life,2.1,1.88,Australia,Box,Alkaline,6.58,499,Rainwater,Wholesale,Online,5,Elderly,24898
PW1999,San Pellegrino,1.45,1.95,Europe,Bottle,Alkaline,6.7,455,Municipal,Online,Online,20.2,Teenagers,37942
PW2000,Nestle Pure Life,0.74,1.49,Europe,Pouch,Spring,6.49,154,Well,Online,Offline,15.5,Teenagers,27959
PW2001,San Pellegrino,3.2,1.44,Europe,Can,Alkaline,8.35,209,Rainwater,Supermarket,Offline,13.8,Children,8241
PW2002,San Pellegrino,1.36,0.99,Europe,Pouch,Purified,6.08,432,Filtered,Pharmacy,Offline,13.2,Adults,22828
PW2003,San Pellegrino,2.05,0.93,Europe,Can,Mineral,8.94,136,Filtered,Convenience Store,Offline,8.8,Children,15467
PW2004,Dasani,1.33,1.73,North America,Bottle,Distilled,8.26,366,Natural Spring,Online,Online,22.1,Teenagers,31602
PW2005,Voss,1.83,1.84,Australia,Can,Sparkling,8.47,489,Municipal,Wholesale,Online,19.8,Children,49702
PW2006,Dasani,3.64,0.81,North America,Bottle,Distilled,7.36,342,Rainwater,Supermarket,Online,16.9,Teenagers,39059
PW2007,Nestle Pure Life,0.8,0.42,Europe,Bottle,Distilled,8.24,182,Natural Spring,Pharmacy,Online,10.3,Children,25263
PW2008,Perrier,3.02,1.19,Africa,Bottle,Alkaline,6.81,343,Rainwater,Wholesale,Offline,9.8,Adults,23606
PW2009,Evian,4.82,0.61,North America,Can,Sparkling,7.21,482,Well,Supermarket,Online,6.9,Teenagers,49254
PW2010,Perrier,0.76,0.89,Asia,Can,Mineral,6.24,319,Municipal,Supermarket,Offline,9.2,Adults,17413
PW2011,San Pellegrino,4.35,1.11,Africa,Box,Purified,6.43,176,Filtered,Wholesale,Offline,19.1,Children,22717
PW2012,Aquafina,2.52,1.49,Asia,Bottle,Spring,8.54,322,Rainwater,Online,Online,9.1,Teenagers,23922
PW2013,San Pellegrino,0.81,0.46,South America,Bottle,Sparkling,8.1,177,Municipal,Convenience Store,Online,21.6,Adults,22293
PW2014,Voss,0.84,1.57,Europe,Can,Purified,6.14,368,Municipal,Wholesale,Offline,14.5,Children,15944
PW2015,Voss,3.51,0.27,Europe,Box,Sparkling,7.95,144,Rainwater,Online,Offline,17,Adults,17116
PW2016,Evian,2.6,0.59,Asia,Box,Purified,6.66,176,Rainwater,Pharmacy,Online,9.2,Children,33976
PW2017,Dasani,3.21,1,Australia,Pouch,Sparkling,8.08,455,Filtered,Online,Offline,5.7,Elderly,16448
PW2018,Aquafina,4.02,0.44,Australia,Bottle,Purified,6.15,425,Municipal,Online,Online,9.4,Teenagers,41727
PW2019,Aquafina,0.72,1.4,Asia,Bottle,Alkaline,6.3,255,Well,Convenience Store,Online,14.2,Children,25820
PW2020,Evian,4.35,1.33,Europe,Can,Alkaline,8.04,309,Municipal,Convenience Store,Online,18.2,Elderly,47118
PW2021,Fiji,0.7,1.59,Australia,Box,Spring,6.72,259,Filtered,Pharmacy,Offline,18.3,Teenagers,13096
PW2022,Perrier,3.21,1.19,Africa,Can,Sparkling,6.11,284,Rainwater,Pharmacy,Offline,6.8,Teenagers,15323
PW2023,Dasani,3.1,1.71,Africa,Box,Alkaline,7.96,88,Natural Spring,Online,Offline,5.6,Children,14392
PW2024,San Pellegrino,2.48,1.18,Australia,Box,Alkaline,8.92,161,Municipal,Convenience Store,Online,21.7,Elderly,46192
PW2025,Dasani,4.38,1.7,Africa,Box,Spring,7.47,260,Natural Spring,Wholesale,Online,14,Elderly,14839
PW2026,Aquafina,0.59,0.64,North America,Can,Alkaline,6.23,157,Natural Spring,Supermarket,Offline,19.7,Children,5505
PW2027,Evian,2.05,1.7,Australia,Box,Purified,7.29,494,Municipal,Convenience Store,Offline,20.2,Elderly,13509
PW2028,Voss,4.07,1.66,Africa,Can,Alkaline,8.01,276,Natural Spring,Online,Online,15.3,Elderly,41857
PW2029,San Pellegrino,2.62,0.65,North America,Bottle,Mineral,6.91,333,Municipal,Online,Offline,22.6,Adults,49029
PW2030,Smartwater,3.61,0.31,Asia,Can,Sparkling,7.97,460,Well,Online,Offline,17.2,Children,9856
PW2031,Perrier,1.78,1.06,Australia,Pouch,Spring,7.54,492,Well,Pharmacy,Online,20.9,Teenagers,37849
PW2032,Perrier,4.38,0.22,Asia,Pouch,Purified,6.67,94,Rainwater,Pharmacy,Online,14.7,Teenagers,3149
PW2033,Dasani,2.7,0.27,North America,Pouch,Alkaline,8,375,Municipal,Online,Online,12.4,Adults,24306
PW2034,Evian,1.24,0.72,Asia,Can,Sparkling,7.3,359,Filtered,Pharmacy,Offline,18.5,Elderly,38571
PW2035,Nestle Pure Life,4.31,0.58,Australia,Box,Spring,7.96,428,Rainwater,Wholesale,Offline,12.2,Adults,36978
PW2036,Perrier,2.94,1.71,Europe,Pouch,Alkaline,6.56,466,Rainwater,Wholesale,Offline,21,Elderly,20024
PW2037,Aquafina,2.92,1.13,Europe,Pouch,Alkaline,7.85,324,Well,Supermarket,Online,20.7,Adults,39127
PW2038,Nestle Pure Life,3.8,0.76,South America,Can,Sparkling,8.92,221,Rainwater,Wholesale,Online,13.3,Elderly,42786
PW2039,Fiji,2.96,0.95,Africa,Bottle,Alkaline,6.94,291,Well,Convenience Store,Offline,20.3,Elderly,30302
PW2040,Fiji,4.99,0.44,Australia,Bottle,Alkaline,7.32,284,Natural Spring,Wholesale,Online,12.5,Elderly,26555
PW2041,Evian,3.07,1.57,Australia,Can,Alkaline,7.59,301,Well,Supermarket,Offline,10.3,Adults,41494
PW2042,Nestle Pure Life,0.82,1.56,North America,Can,Alkaline,6.48,390,Natural Spring,Pharmacy,Offline,8,Teenagers,29246
PW2043,San Pellegrino,0.7,1.15,Australia,Can,Sparkling,6.02,301,Well,Convenience Store,Online,20.5,Elderly,25870
PW2044,Smartwater,0.69,0.4,Australia,Pouch,Alkaline,6.35,290,Municipal,Supermarket,Offline,8.1,Teenagers,20929
PW2045,San Pellegrino,3.16,1.32,Africa,Can,Mineral,7.3,475,Natural Spring,Wholesale,Offline,14.8,Children,40972
PW2046,San Pellegrino,1.29,1.56,Asia,Bottle,Purified,8.73,83,Natural Spring,Supermarket,Online,8.5,Elderly,41912
PW2047,Dasani,4.74,1.93,Africa,Box,Sparkling,8.55,209,Well,Wholesale,Offline,14.1,Adults,30547
PW2048,Fiji,3.3,0.33,Africa,Can,Alkaline,6.29,194,Municipal,Online,Online,6.1,Adults,2186
PW2049,Voss,3.29,1.99,North America,Can,Sparkling,7.09,158,Natural Spring,Convenience Store,Offline,11.2,Children,27279
PW2050,Perrier,4.73,0.56,South America,Bottle,Distilled,7.87,269,Rainwater,Pharmacy,Online,9.3,Elderly,9726
PW2051,Smartwater,4.27,0.89,Africa,Can,Alkaline,7.26,61,Natural Spring,Wholesale,Online,15.2,Adults,1978
PW2052,Fiji,2.49,0.31,Australia,Box,Purified,8.06,83,Rainwater,Supermarket,Online,15.6,Elderly,11414
PW2053,Voss,4.11,1.64,Australia,Box,Mineral,6.55,461,Filtered,Wholesale,Offline,4.8,Children,7194
PW2054,Dasani,4.04,1.61,Europe,Can,Distilled,7.51,494,Municipal,Supermarket,Online,6.6,Teenagers,6979
PW2055,Dasani,1.45,0.77,Europe,Box,Distilled,6.11,413,Natural Spring,Wholesale,Online,10.7,Adults,48755
PW2056,Evian,3.86,0.51,South America,Box,Mineral,8.73,267,Rainwater,Wholesale,Offline,9.1,Teenagers,42592
PW2057,Perrier,4.16,1.03,Australia,Can,Purified,6.76,333,Natural Spring,Pharmacy,Offline,17.1,Teenagers,23316
PW2058,Fiji,2.33,1.65,South America,Pouch,Sparkling,7.52,469,Well,Convenience Store,Online,17.8,Teenagers,40513
PW2059,Dasani,3.65,0.31,North America,Pouch,Spring,8.19,493,Natural Spring,Convenience Store,Offline,11.8,Adults,12247
PW2060,Dasani,2.76,0.26,Asia,Can,Purified,8.6,424,Filtered,Pharmacy,Online,9.8,Children,39277
PW2061,Nestle Pure Life,3.94,1.09,North America,Can,Spring,6.2,282,Well,Wholesale,Offline,13.8,Teenagers,5153
PW2062,Dasani,4.2,1.67,Asia,Pouch,Spring,6.13,308,Municipal,Online,Offline,20.4,Elderly,11372
PW2063,Voss,1.72,1.85,Africa,Box,Mineral,7.56,290,Rainwater,Supermarket,Offline,18.1,Children,45935
PW2064,Perrier,3.24,1.15,Africa,Bottle,Purified,8.55,445,Rainwater,Convenience Store,Offline,18.9,Elderly,46391
PW2065,Voss,2.93,1.44,Europe,Pouch,Purified,8.91,275,Municipal,Wholesale,Online,16.8,Teenagers,35814
PW2066,Smartwater,2.78,0.23,Africa,Bottle,Mineral,8.84,159,Natural Spring,Online,Online,4.3,Adults,18333
PW2067,Nestle Pure Life,4.8,1.38,Africa,Bottle,Spring,8.51,165,Well,Convenience Store,Offline,5.6,Teenagers,19005
PW2068,Voss,3.59,0.94,Africa,Box,Sparkling,6.59,125,Municipal,Convenience Store,Online,21,Elderly,14215
PW2069,San Pellegrino,1.64,0.39,Africa,Bottle,Distilled,6.48,329,Rainwater,Wholesale,Offline,22.7,Elderly,49473
PW2070,San Pellegrino,2.63,1.68,Africa,Can,Sparkling,6.75,346,Natural Spring,Supermarket,Offline,6.8,Teenagers,18959
PW2071,Aquafina,0.66,0.26,Africa,Pouch,Sparkling,8.92,394,Municipal,Convenience Store,Offline,10.6,Adults,45528
PW2072,Perrier,2.97,0.37,North America,Bottle,Alkaline,7.54,217,Natural Spring,Pharmacy,Online,5.9,Children,28117
PW2073,Evian,2.66,0.86,Africa,Pouch,Distilled,6.96,214,Well,Online,Online,7.7,Children,26599
PW2074,Evian,4.62,1.71,Australia,Box,Spring,7.34,342,Natural Spring,Convenience Store,Online,11.1,Elderly,46880
PW2075,Voss,3.54,0.94,North America,Can,Purified,6.84,128,Filtered,Pharmacy,Offline,9.3,Teenagers,48207
PW2076,Perrier,1,0.68,South America,Pouch,Mineral,8.39,369,Natural Spring,Pharmacy,Online,22,Teenagers,45943
PW2077,San Pellegrino,1.3,1.93,Europe,Bottle,Sparkling,7.55,321,Well,Supermarket,Offline,14.5,Elderly,39331
PW2078,San Pellegrino,4.1,0.75,South America,Pouch,Purified,8.83,334,Natural Spring,Supermarket,Offline,6.4,Teenagers,2829
PW2079,Smartwater,1.29,1.62,North America,Can,Sparkling,7.29,464,Filtered,Online,Online,6,Elderly,33569
PW2080,San Pellegrino,3.56,0.76,Europe,Bottle,Mineral,8.44,218,Natural Spring,Online,Online,23.4,Adults,14221
PW2081,Evian,3.86,1.03,Australia,Pouch,Alkaline,8.72,120,Rainwater,Convenience Store,Online,22.8,Teenagers,11794
PW2082,Fiji,3.99,0.28,Africa,Box,Mineral,8.52,395,Filtered,Convenience Store,Online,13.8,Adults,8796
PW2083,Aquafina,2.32,0.87,North America,Pouch,Spring,6.41,102,Municipal,Pharmacy,Online,17.5,Teenagers,33563
PW2084,Dasani,3.28,1.48,North America,Bottle,Purified,7.09,450,Well,Online,Offline,23.6,Teenagers,28835
PW2085,Nestle Pure Life,2.58,1.27,Asia,Pouch,Mineral,8.42,149,Municipal,Convenience Store,Offline,6.5,Teenagers,34830
PW2086,Dasani,1.72,1.49,Asia,Can,Distilled,8.88,323,Municipal,Convenience Store,Offline,20.7,Elderly,48805
PW2087,Perrier,2.42,1.13,North America,Bottle,Spring,8.46,463,Municipal,Online,Offline,5.6,Children,11427
PW2088,Voss,4.26,1.65,North America,Pouch,Spring,6.07,169,Rainwater,Supermarket,Offline,5.3,Adults,10222
PW2089,San Pellegrino,4.64,0.54,South America,Pouch,Distilled,8.86,413,Natural Spring,Pharmacy,Offline,23.7,Elderly,30503
PW2090,Voss,2.88,1.82,Asia,Can,Purified,8.88,292,Municipal,Supermarket,Offline,24.1,Elderly,27839
PW2091,Smartwater,0.93,1.93,Africa,Box,Sparkling,8.34,348,Well,Pharmacy,Online,19.2,Adults,49300
PW2092,Nestle Pure Life,1.27,0.87,Australia,Box,Spring,8.7,120,Natural Spring,Wholesale,Offline,22.1,Elderly,8636
PW2093,Aquafina,2.97,1.31,North America,Pouch,Distilled,7.76,470,Municipal,Wholesale,Offline,8.7,Teenagers,18370
PW2094,Smartwater,3.52,1.41,Australia,Box,Mineral,7.93,128,Municipal,Wholesale,Online,23.7,Children,38311
PW2095,Dasani,4.4,1.35,North America,Box,Distilled,8.51,303,Natural Spring,Supermarket,Online,22.2,Elderly,8540
PW2096,Nestle Pure Life,3.38,1.1,Africa,Box,Mineral,7.62,422,Natural Spring,Supermarket,Offline,5.5,Adults,26068
